rownames,JOURNAL,departement,item_year,item_day,item_month,ref_doc,item_account,amount,details,company,project,nature
15480,CTE,UGE,2020,31,10,13,64300000,8.04,MILK FORMULAR_LOLIPOP PT DAYTODA,,UG989,T61020
15481,CTE,UGE,2020,31,10,13,63200000,13.78,AIRTIME TOPUP_JRA AFRICELL MBARA,,UG989,T65310
15482,CTE,UGE,2020,31,10,13,63200000,45.69,MODEM DATA TOPUP_TSC SMILE COMMU,,UG909,T65300
15483,CTE,UGE,2020,31,10,13,64410000,163.01,PTS TIME COMP_71 PTS WK 40,,UG981,T63010
15484,CTE,UGE,2020,31,10,13,64410000,857.52,PTS TRANS COMP_67 PTS WK 40,,UG981,T63010
15485,CTE,UGE,2020,31,10,13,62600000,6.89,HEALTH CENTRES ALLOWANCE_RIFASHO,,UG981,T63000
15486,CTE,UGE,2020,31,10,13,62835000,3.21,S.ARIHIHI_SN_MEAL ALLOW_SEPT20 P,,UG981,T66210
15487,CTE,UGE,2020,31,10,13,63030000,64.29,IT SUPP_SKYPE HEADSETS_TB LAB MG,,UG965,T61150
15488,CTE,UGE,2020,31,10,13,64410000,576.27,PRTCPT TIME+TRANS COMP_40 PTS WK,,UG991,T63010
15489,CTE,UGE,2020,31,10,13,63200000,11.48,AIRTIME TOPUP_RESOURCES MGER AFR,,UG909,T65310
15490,CTE,UGE,2020,31,10,13,63200000,22.96,MODEM DATA TOPUP_LOG COORD AFRIC,,UG909,T65300
15491,CTE,UGE,2020,31,10,13,63120000,4.13,MODEM DATA OTT TAX_LOG COORD AFR,,UG909,T65720
15492,CTE,UGE,2020,31,10,13,67400000,22.96,JB.TUMWIJUKYE_FRA_ARD H/CS_OUTPU,,UG986,T64110
15493,CTE,UGE,2020,31,10,13,62950000,167.37,ACCMDTN_3 STAFF_3NIGHTS_OUTPUT1,,UG986,T65000
15494,CTE,UGE,2020,31,10,13,62835000,25.71,W.RUGAMBWA_DRIV_MEAL ALLOW_OCT20,,UG986,T66210
15495,CTE,UGE,2020,31,10,13,62835000,3.21,A.TUMUSIIME_DRIV_MEAL ALLOW_OCT2,,UG988,T66210
15496,CTE,UGE,2020,31,10,13,62835000,3.21,A.TUMUSIIME_DRIV_MEAL ALLOW_OCT2,,UG988,T66210
15497,CTE,UGE,2020,31,10,13,62835000,3.21,M.WALUKAGGA_DRIV_MEAL ALLOW_OCT2,,UG989,T66210
15498,CTE,UGE,2020,31,10,13,62835000,3.21,M.WALUKAGGA_DRIV_MEAL ALLOW_OCT2,,UG989,T66210
15499,CTE,UGE,2020,31,10,13,62835000,3.21,M.WALUKAGGA_DRIV_MEAL ALLOW_OCT2,,UG981,T66210
15500,CTE,UGE,2020,31,10,13,67220000,7.94,MAINT_5 LITRES+SLASHIG WIRE_LOG,,UG909,T61200
15501,CTE,UGE,2020,31,10,13,63030000,27.55,REPAIR_CHAIR PUMP_LAB KMA INTERO,,UG965,T61170
15502,CTE,UGE,2020,31,10,13,63030000,29.85,REPAIR_CHAIR CUSHIONING_LAB KMA,,UG965,T61170
15503,CTE,UGE,2020,31,10,13,63104000,32.26,REPAIR_TOOL CUPBOARD CLOSURE_LOG,,UG909,T65100
15504,CTE,UGE,2020,31,10,13,63030000,20.43,FURN_TABLE COVERING_DINING SHADE,,UG909,T61170
15505,CTE,UGE,2020,31,10,13,63104000,21.81,REPAIR_KITCHEN H2O SEPERATOR_BHS,,UG909,T65100
15506,CTE,UGE,2020,31,10,13,67200000,36.73,VEH_TYRE REPAIR+SVC A_MOB 911 RW,,UG909,T65120
15507,CTE,UGE,2020,31,10,13,67200000,13.78,VEH_CAR WASH+MANPOWER CAR PUSH_M,,UG909,T65120
15508,CTE,UGE,2020,31,10,13,63104000,69.91,MAINT_TIMBER WORK+LBR_BGHSE TOIL,,UG909,T65100
15509,CTE,UGE,2020,31,10,13,67200000,12.63,VEH_INJECTOR REPAIR_MOB911 PAULS,,UG909,T65120
15510,CTE,UGE,2020,31,10,13,63104000,90.92,MAINT_MATERIALS+LBR_BGSHE TOILET,,UG909,T65100
15511,CTE,UGE,2020,31,10,13,63104000,78.52,MAINT_MATERIALS+LBR PTS SHADE_RI,,UG981,T65100
15512,CTE,UGE,2020,31,10,13,67200000,35.36,VEH_BREAKING SYSEM+HEAD LIGHT_MO,,UG909,T65120
15513,CTE,UGE,2020,31,10,13,63110000,80.36,YAKA TOPUP_BGHSE_OCT20 PAYWAY,,UG909,T65200
15514,BTE,UGE,2020,31,10,19,62410000,10.83,NSSF_E_P.ONYANGO_Watchman_SEPT20,,UG909,T66006
15515,BTE,UGE,2020,31,10,19,62310000,22.46,NSSF_E_P.TWIJUKYE_Study Nurse_SE,,UG990,T66003
15516,BTE,UGE,2020,31,10,19,62310000,22.46,NSSF_E_R.KICONCO _Study Nurse_SE,,UG994,T66003
15517,BTE,UGE,2020,31,10,19,62310000,30.68,NSSF_E_R.ARINAITWE_DM(50%)_SEPT2,,UG986,T66003
15518,BTE,UGE,2020,31,10,19,62310000,30.68,NSSF_E_R.ARINAITWE_DM(50%)_SEPT2,,UG988,T66003
15519,BTE,UGE,2020,31,10,19,62310000,22.91,NSSF_E_R.TUMWEBAZE_Study Nurse_S,,UG991,T66003
15520,BTE,UGE,2020,31,10,19,62310000,22.46,NSSF_E_R.NIZEYIMANA_Study Nurse_,,UG991,T66003
15521,BTE,UGE,2020,31,10,19,62310000,43.5,NSSF_E_R.KAKURU_DPM_SEPT20 NATIO,,UG986,T66003
15522,BTE,UGE,2020,31,10,19,62310000,25.61,NSSF_E_R.KYARIMPA_SMDE_SEPT20 NA,,UG988,T66003
15523,BTE,UGE,2020,31,10,19,62210000,12.12,NSSF_E_R.MUTORAINE_CookCleaner_S,,UG909,T66002
15524,BTE,UGE,2020,31,10,19,62310000,52.89,NSSF_E_R.AHABWENKI_Doctor_SEPT20,,UG991,T66003
15525,BTE,UGE,2020,31,10,19,62310000,14.69,NSSF_E_R.KOMUJUNI_DPO_SEPT20 NAT,,UG996,T66003
15526,BTE,UGE,2020,31,10,19,62310000,40.46,NSSF_E_S.NANKWANGA_Pharmacist_SE,,UG991,T66003
15527,BTE,UGE,2020,31,10,19,62210000,12.32,NSSF_E_S.NALUBEGA_CookCleaner_SE,,UG909,T66002
15528,BTE,UGE,2020,31,10,19,62310000,24.26,NSSF_E_S.NAMWANJE_Study Nurse_SE,,UG982,T66003
15529,BTE,UGE,2020,31,10,19,62310000,24.71,NSSF_E_S.SSANYU_SMDE_SEPT20 NATI,,UG988,T66003
15530,BTE,UGE,2020,31,10,19,62310000,22.46,NSSF_E_S.KAGGWA_Study Nurse_SEPT,,UG981,T66003
15531,BTE,UGE,2020,31,10,19,62310000,61.36,NSSF_E_S.ABAASABYOONA_DIM_SEPT20,,UG990,T66003
15532,BTE,UGE,2020,31,10,19,62310000,236.77,PAYE_R.KAKURU_DPM_SEPT20 UGANDA,,UG986,T66003
15533,BTE,UGE,2020,31,10,19,62310000,129.41,PAYE_R.KYARIMPA_SMDE_SEPT20 UGAN,,UG988,T66003
15534,BTE,UGE,2020,31,10,19,62210000,48.82,PAYE_R.MUTORAINE_CookCleaner_SEP,,UG909,T66002
15535,BTE,UGE,2020,31,10,19,62310000,293.13,PAYE_R.AHABWENKI_Doctor_SEPT20 U,,UG991,T66003
15536,BTE,UGE,2020,31,10,19,62310000,64.12,PAYE_R.KOMUJUNI_DPO_SEPT20 UGAND,,UG996,T66003
15537,BTE,UGE,2020,31,10,19,62310000,218.56,PAYE_S.NANKWANGA_Pharmacist_SEPT,,UG991,T66003
15538,BTE,UGE,2020,31,10,19,62210000,50.05,PAYE_S.NALUBEGA_CookCleaner_SEPT,,UG909,T66002
15539,BTE,UGE,2020,31,10,19,62310000,121.33,PAYE_S.NAMWANJE_Study Nurse_SEPT,,UG982,T66003
15540,BTE,UGE,2020,31,10,19,62310000,124.02,PAYE_S.SSANYU_SMDE_SEPT20 UGANDA,,UG988,T66003
15541,BTE,UGE,2020,31,10,19,62310000,110.55,PAYE_S.KAGGWA_Study Nurse_SEPT20,,UG981,T66003
15542,BTE,UGE,2020,31,10,19,62310000,343.91,PAYE_S.ABAASABYOONA_DIM_SEPT20 U,,UG990,T66003
15543,BTE,UGE,2020,31,10,19,62310000,67.47,PAYE_S.ATUHAIRE_CSW_SEPT20 UGAND,,UG982,T66003
15544,BTE,UGE,2020,31,10,19,62410000,42.38,PAYE_S.TUMUSIIME_Watchman_SEPT20,,UG909,T66006
15545,BTE,UGE,2020,31,10,19,62310000,176.84,PAYE_S.NUWAMANYA_SSRA_SEPT20 UGA,,UG986,T66003
15546,BTE,UGE,2020,31,10,19,62310000,110.55,PAYE_S.ARIHIIHI_Study Nurse_SEPT,,UG981,T66003
15547,BTE,UGE,2020,31,10,19,62410000,95.2,PAYE_S.TUMWESIGYE_Transportation,,UG909,T66006
15548,BTE,UGE,2020,31,10,19,62310000,126.72,PAYE_S.KYASIMIRE_Study Nurse_SEP,,UG991,T66003
15549,BTE,UGE,2020,31,10,19,62310000,293.13,PAYE_S.WASUKIRA_Doctor_SEPT20 UG,,UG982,T66003
15550,BTE,UGE,2020,31,10,19,63730000,1216.83,STATIONERY_08 PCS TONERS_WHSE IM,,UG909,T61220
15551,BTE,UGE,2020,31,10,19,63730000,204.34,SUPPLIES_4 FANS+1 DUSTBIN_FUJILA,,UG994,T61220
15552,BTE,UGE,2020,31,10,19,63730000,303.06,SUPPLIES_WASHING SOAP POWDER_WHS,,UG909,T61220
15553,BTE,UGE,2020,31,10,19,63730000,665.81,STATIONERY_5PCSTONER KIT_WHSE MF,,UG909,T61220
15554,BTE,UGE,2020,31,10,19,63030000,151.53,ELEC SUPP_MICROWAVE_WHSE FRESCO,,UG909,T61120
15555,BTE,UGE,2020,31,10,19,63310000,385.71,LAB COATS_15PCS_LAB STAFF JASTUS,,UG965,T65620
15556,BTE,UGE,2020,31,10,19,63110000,6115.53,HSE RENT_WHSE_21/10/2020-21/10/2,,UG909,T65000
15557,BTE,UGE,2020,31,10,19,65510000,737.49,CONSTRUCTION_FUEL SHELTER_OFFFIC,,UG909,T61130
15558,BTE,UGE,2020,31,10,19,67400000,60.84,LOG COORD+LQM_WITHIN KAMPALA KAB,,UG909,T64110
15559,BTE,UGE,2020,31,10,19,63730000,413.26,SUPPLIES_200 TEA BAGS_WHSE FRESC,,UG909,T61220
15560,BTE,UGE,2020,31,10,19,64700000,139.88,LAB SUPP_ASSRTD ITEMS_FUJILAM JO,,UG994,T60200
15561,BTE,UGE,2020,31,10,19,63000000,61.99,2 METALLIC TABLE STANDS_LOG SHAD,,UG909,T61170
15562,CTE,UGE,2020,31,10,13,62835000,25.71,R.KAKURU_DPM_MEAL ALLOW_OCT20_OU,,UG986,T66210
15563,CTE,UGE,2020,31,10,13,62835000,4.59,I.NAMANYA_ELEC_MEAL ALLOW_OCT20_,,UG986,T66210
15564,CTE,UGE,2020,31,10,13,65300000,192.86,ELEC SUPP_ADAPTABLE BOXES+CABLE,,UG909,T61120
15565,CTE,UGE,2020,31,10,13,63104000,181.84,MAINT_UNDERGROUND CABLE_GENE HSE,,UG909,T65100
15566,CTE,UGE,2020,31,10,13,64410000,348.98,PTS TRANS COMP_76 PTS WK40,,UG994,T63010
15567,CTE,UGE,2020,31,10,13,64410000,305.35,PTS TIME COMP_76 PTS WK 40,,UG994,T63010
15568,CTE,UGE,2020,31,10,13,62700000,59.92,DW_REPLACE_SN_2 DAYS TUSIIME BAS,,UG989,T66303
15569,CTE,UGE,2020,31,10,13,62800000,-4.59,MED CARD RPLCMT_DRIVER TWESIGYE,,UG982,T66230
15570,CTE,UGE,2020,31,10,13,62700000,10.88,DW REPLACE_WMAN_1 DAY MUTATINA R,,UG909,T66307
15571,CTE,UGE,2020,31,10,13,64410000,20.66,LAB SAMPLES_HBAIC ANALYSIS_02 SA,,UG981,T63020
15572,CTE,UGE,2020,31,10,13,64410000,18.37,PTS TIME COMP_1PT WK 41,,UG989,T63010
15573,CTE,UGE,2020,31,10,13,63730000,8.27,SUPPLIES_CLING FILM_RGHSE FRESCO,,UG909,T61220
15574,CTE,UGE,2020,31,10,13,63730000,1.26,SUPPLIES_1 PR SLIPPERS_DRIVERS N,,UG909,T61220
15575,CTE,UGE,2020,31,10,13,63310000,55.1,STAFF IDENTITY CARDS_OFFICE RIGH,,UG909,T65620
15576,CTE,UGE,2020,31,10,13,63730000,36.73,STATIONERY_DRUG DISPENSING BK_NI,,UG990,T61220
15577,CTE,UGE,2020,31,10,13,63730000,49.59,SUPPLIES_24 PAIRS AA BATTERIES_L,,UG989,T61220
15578,CTE,UGE,2020,31,10,13,64610000,97.58,RPLCMT_FRIDGE GAS DRIER_LAB TN R,,UG965,T65110
15579,CTE,UGE,2020,31,10,13,62835000,16.07,D.NANJEBE_MLM_MEAL ALLOW_OCT20 S,,UG992,T66210
15580,CTE,UGE,2020,31,10,13,63030000,18.37,ELEC SUPP_AC-DC ADAPTOR_TB LAB M,,UG965,T61120
15581,CTE,UGE,2020,31,10,13,64410000,860.96,PTS TRANS COMP_65 PTS WK 42,,UG981,T63010
15582,CTE,UGE,2020,31,10,13,65300000,27.55,ELEC SUPP_FLUORESCENT LIGHT_ISS,,UG994,T61120
15583,CTE,UGE,2020,31,10,13,64410000,163.01,PTS TIME COMP_71 PTS WK 42,,UG981,T63010
15584,CTE,UGE,2020,31,10,13,62700000,13.34,DW_CASUAL WORKERS_08TH+09TH OCT,,UG909,T66300
15585,CTE,UGE,2020,31,10,14,67410000,70.39,TAXI FARE_N.NASEER_LAHORE AIRPOR,,UG909,T64100
15586,CTE,UGE,2020,31,10,13,62700000,9.32,DW_REPLACE_ELECTRICIAN_2 DAYS NA,,UG909,T66306
15587,CTE,UGE,2020,31,10,14,61010000,42.4,VISA FEES_R.KAITANO_TB LAB MGER,,UG965,T66250
15588,CTE,UGE,2020,31,10,13,64410000,160.71,PRTCPT TIME+TRANS COMP_15 PTS WK,,UG991,T63010
15589,CTE,UGE,2020,31,10,13,62835000,16.07,W.RUGAMBWA_DRIV_MEAL ALLOW_OCT20,,UG992,T66210
15590,CTE,UGE,2020,31,10,13,62835000,16.07,N.NAKIGOZI_JRA_MEAL ALLOW_OCT20,,UG992,T66210
15591,BTE,UGE,2020,31,10,19,62310000,15.28,NSSF_E_S.ATUHAIRE_CSW_SEPT20 NAT,,UG982,T66003
15592,BTE,UGE,2020,31,10,19,62410000,11.01,NSSF_E_S.TUMUSIIME_Watchman_SEPT,,UG909,T66006
15593,BTE,UGE,2020,31,10,19,62310000,33.51,NSSF_E_S.NUWAMANYA_SSRA_SEPT20 N,,UG986,T66003
15594,BTE,UGE,2020,31,10,19,62310000,22.46,NSSF_E_S.ARIHIIHI_Study Nurse_SE,,UG981,T66003
15595,BTE,UGE,2020,31,10,19,62410000,19.9,NSSF_E_S.TUMWESIGYE_Transportati,,UG909,T66006
15596,BTE,UGE,2020,31,10,19,62310000,25.16,NSSF_E_S.KYASIMIRE_Study Nurse_S,,UG991,T66003
15597,BTE,UGE,2020,31,10,19,62310000,52.89,NSSF_E_S.WASUKIRA_Doctor_SEPT20,,UG982,T66003
15598,BTE,UGE,2020,31,10,19,62310000,68.69,NSSF_E_S.LOGOOSE_Internal Monito,,UG909,T66003
15599,BTE,UGE,2020,31,10,19,62310000,26.06,NSSF_E_S.ATUHAIRE_SMDE_SEPT20 NA,,UG988,T66003
15600,BTE,UGE,2020,31,10,19,62310000,40.21,NSSF_E_T.TURUHO_Lab Techno_SEPT2,,UG989,T66003
15601,BTE,UGE,2020,31,10,19,67220000,449.98,FUEL_533.8LTRS_UBC 870A_918_SEPT,,UG982,T61200
15602,BTE,UGE,2020,31,10,19,67220000,267.83,FUEL_317LTRS_UBF 677P_919_SEPT20,,UG909,T61200
15603,BTE,UGE,2020,31,10,19,67220000,113.14,FUEL_136LTRS_UAZ 397U_909_SEPT20,,UG965,T61200
15604,BTE,UGE,2020,31,10,19,63210000,113.53,BANK CHARGES_OCT20 ABSA BANK,,UG909,T65710
15605,BTE,UGE,2020,31,10,19,63030000,116.23,KYOCERA LICENSE_6%WHT_OCT20 IMAG,,UG909,T61150
15606,BTE,UGE,2020,31,10,19,64700000,50.88,BD CARTRIDGES_6%WHT_OCT20 HASS S,,UG986,T60200
15607,BTE,UGE,2020,31,10,19,62310000,387.89,PAYE_S.LOGOOSE_Internal Monitor_,,UG909,T66003
15608,BTE,UGE,2020,31,10,19,62310000,132.11,PAYE_S.ATUHAIRE_SMDE_SEPT20 UGAN,,UG988,T66003
15609,BTE,UGE,2020,31,10,19,62310000,217.05,PAYE_T.TURUHO_Lab Techno_SEPT20,,UG989,T66003
15610,BTE,UGE,2020,31,10,19,62410000,64.04,PAYE_W.RUGAMBWA_Driver_SEPT20 UG,,UG991,T66006
15611,BTE,UGE,2020,31,10,19,62410000,41.26,PAYE_W.BEINOMUGISHA_Watchman_SEP,,UG909,T66006
15612,BTE,UGE,2020,31,10,19,62210000,134.8,PAYE_W.ANKUNDA_FIN HR ASSISTANT,,UG991,T66002
15613,BTE,UGE,2020,31,10,19,62310000,64.12,PAYE_W.NUWARIMPA_DPO_SEPT20 UGAN,,UG996,T66003
15614,BTE,UGE,2020,31,10,19,62310000,196.94,PAYE_Y.MBABAZI_Nurse Supervisor_,,UG909,T66003
15615,BTE,UGE,2020,31,10,19,62600000,127.9,PAYE_D.NANSERA_Study Paediatrici,,UG989,T63000
15616,BTE,UGE,2020,31,10,19,62600000,217.22,PAYE_C.MUZOORA_Principal Investi,,UG992,T63000
15617,BTE,UGE,2020,31,10,19,62831100,87,NSSF_R_R.KAKURU_DPM_SEPT20 NATIO,,UG986,T66100
15618,BTE,UGE,2020,31,10,19,62831100,51.21,NSSF_R_R.KYARIMPA_SMDE_SEPT20 NA,,UG988,T66100
15619,BTE,UGE,2020,31,10,19,62831100,24.23,NSSF_R_R.MUTORAINE_CookCleaner_S,,UG909,T66100
15620,BTE,UGE,2020,31,10,19,62831100,105.79,NSSF_R_R.AHABWENKI_Doctor_SEPT20,,UG991,T66100
15621,BTE,UGE,2020,31,10,19,62831100,29.39,NSSF_R_R.KOMUJUNI_DPO_SEPT20 NAT,,UG996,T66100
15622,BTE,UGE,2020,31,10,19,62831100,80.93,NSSF_R_S.NANKWANGA_Pharmacist_SE,,UG991,T66100
15623,BTE,UGE,2020,31,10,19,62831100,24.64,NSSF_R_S.NALUBEGA_CookCleaner_SE,,UG909,T66100
15624,BTE,UGE,2020,31,10,19,62831100,48.52,NSSF_R_S.NAMWANJE_Study Nurse_SE,,UG982,T66100
15625,BTE,UGE,2020,31,10,19,63730000,320.69,SUPPLIES_CLEANING MATERIALS_WHSE,,UG909,T61220
15626,BTE,UGE,2020,31,10,19,63730000,266.32,SUPPLIES_10 BXS KITCHEN TISSUES_,,UG965,T61220
15627,BTE,UGE,2020,31,10,19,63000000,149.23,FURN_TV STAND_MEETING ROOM TWAHA,,UG909,T61170
15628,BTE,UGE,2020,31,10,19,63310000,321.43,14 PAIRS UNIFORMS_14 GUARDS BARE,,UG909,T65620
15629,BTE,UGE,2020,31,10,19,63104000,215.13,REPAIRS+MASIONARY WORKS_OFFICE M,,UG909,T65100
15630,BTE,UGE,2020,31,10,19,67200000,290.78,VEH_TONNEAU COVER_MOB 921 TOYOTA,,UG909,T61210
15631,BTE,UGE,2020,31,10,19,63730000,408.67,SUPPLIES_ASSRTD CLEANIG MATERIAL,,UG909,T61220
15632,BTE,UGE,2020,31,10,19,64710000,672.29,LAB EQUIP_HEMOCUE HB301 ANALYSER,,UG994,T60110
15633,BTE,UGE,2020,31,10,19,63730000,532.65,SUPPLIES_20 BXS KITCHEN TISSUES_,,UG909,T61220
15634,BTE,UGE,2020,31,10,19,63730000,229.59,STATIONERY_10 BXS STEADLER MARKE,,UG909,T61220
15635,BTE,UGE,2020,31,10,19,63730000,174.49,SUPPLIES_20 PCS MOPPERS_WHSE FRE,,UG909,T61220
15636,BTE,UGE,2020,31,10,19,63730000,1354.58,SUPPLIES_CLEANING MATERIALS_WHSE,,UG909,T61220
15637,CTE,UGE,2020,31,10,13,65300000,183.67,ELEC SUPP_ELECTRONIC CLEANER_WSH,,UG909,T61120
15638,CTE,UGE,2020,31,10,13,63730000,68.88,SUPPLIES_10 PLASTIC CHAIRS_RIFA,,UG981,T61220
15639,CTE,UGE,2020,31,10,13,63200000,39.03,AIRTIME TOPUP_FUJILAM TEAM KENGA,,UG994,T65310
15640,CTE,UGE,2020,31,10,13,64600000,51.66,SUPPLIES_15 UNITS FACE SHIELDS_R,,UG981,T60210
15641,CTE,UGE,2020,31,10,13,64600000,68.88,MED SUPP_20 UNITS FACE SHIELDS_F,,UG994,T60210
15642,CTE,UGE,2020,31,10,13,67220000,50.51,FUEL_54.32 LTRS DIESEL_MOB 921 T,,UG909,T61200
15643,CTE,UGE,2020,31,10,13,63730000,64.06,STATIONERY_ASSRTD ITEMS_FUJI LAM,,UG997,T61220
15644,CTE,UGE,2020,31,10,13,64700000,34.44,LAB SUPPLIES_5L ETHANOL_LAB MARB,,UG965,T60200
15645,CTE,UGE,2020,31,10,13,63730000,11.48,STATIONERY_PRTG+BINDING_LAB JUST,,UG965,T61220
15646,CTE,UGE,2020,31,10,13,62835000,22.5,H.TWESIGYE_DRIV_MEAL ALLOW_OUTPU,,UG986,T66210
15647,CTE,UGE,2020,31,10,13,64410000,103.32,15 COVID-19 SAMPLES_FUJI LAM PTS,,UG994,T63020
15648,CTE,UGE,2020,31,10,13,64410000,307.65,PTS TRANS COMP_67 PTS WK 43,,UG994,T63010
15649,CTE,UGE,2020,31,10,13,64410000,264.03,PTS TIME COMP_67 PTS WK 43,,UG994,T63010
15650,CTE,UGE,2020,31,10,13,64410000,1407.39,PRTCPT TRANS COMP_140 PTS DISSEM,,UG982,T63010
15651,CTE,UGE,2020,31,10,13,64300000,321.43,PRTCPT LUNCH COMP_140 PTS DISSEM,,UG982,T61020
15652,BTE,UGE,2020,31,10,19,62310000,584.08,SAL_R.KAKURU_DPM_OCT20 SALARY OC,,UG986,T66003
15653,BTE,UGE,2020,31,10,19,62310000,213.52,SAL_P.BUSINGYE_CSW_OCT20 SALARY,,UG991,T66003
15654,BTE,UGE,2020,31,10,19,62310000,351.5,SAL_R.KYARIMPA_SMDE_OCT20 SALARY,,UG988,T66003
15655,BTE,UGE,2020,31,10,19,62410000,111.35,SAL_P.ONYANGO_Watchman_OCT20 SAL,,UG909,T66006
15656,BTE,UGE,2020,31,10,19,62210000,177.01,SAL_R.MUTORAINE_CookCleaner_OCT2,,UG909,T66002
15657,BTE,UGE,2020,31,10,19,62310000,706.22,SAL_R.AHABWENKI_Doctor_OCT20 SAL,,UG991,T66003
15658,BTE,UGE,2020,31,10,19,62310000,310.64,SAL_P.TWIJUKYE_Study Nurse_OCT20,,UG990,T66003
15659,BTE,UGE,2020,31,10,19,62310000,210.07,SAL_R.KOMUJUNI_DPO_OCT20 SALARY,,UG996,T66003
15660,BTE,UGE,2020,31,10,19,62310000,310.64,SAL_R.KICONCO _SMDE_OCT20 SALARY,,UG988,T66003
15661,BTE,UGE,2020,31,10,19,62310000,87.47,SAL_S.NUWAMANYA_CSW_OCT20 SALARY,,UG997,T66003
15662,BTE,UGE,2020,31,10,19,62310000,373.66,SAL_R.ARINAITWE_DM(50%)_OCT20 SA,,UG986,T66003
15663,BTE,UGE,2020,31,10,19,62210000,179.54,SAL_S.NALUBEGA_CookCleaner_OCT20,,UG909,T66002
15664,BTE,UGE,2020,31,10,19,62310000,373.66,SAL_R.ARINAITWE_DM(50%)_OCT20 SA,,UG988,T66003
15665,BTE,UGE,2020,31,10,19,62310000,334.05,SAL_S.NAMWANJE_Study Nurse_OCT20,,UG982,T66003
15666,BTE,UGE,2020,31,10,19,62310000,316.38,SAL_R.TUMWEBAZE_Study Nurse_OCT2,,UG991,T66003
15667,BTE,UGE,2020,31,10,19,62310000,319.13,SAL_R.NIZEYIMANA_Study Nurse_OCT,,UG991,T66003
15668,BTE,UGE,2020,31,10,19,62310000,345.53,SAL_S.SSANYU_SMDE_OCT20 SALARY O,,UG988,T66003
15669,AFO,EPIS,2020,25,9,931,67410000,-528.52,NSAIBIRNI,AMEX,823741,T64100
15670,AML,EPIS,2020,2,11,63,67300000,11.68,MSF LOGISTIQUE FACT258198,MSFLOGIS,823633,T64000
15671,AML,EPIS,2020,2,11,63,67300000,373.86,MSF LOGISTIQUE FACT258198,MSFLOGIS,823710,T64000
15672,AML,EPIS,2020,2,11,63,67300000,257.04,MSF LOGISTIQUE FACT258198,MSFLOGIS,821732,T64000
15673,AML,EPIS,2020,12,11,64,67300000,43.06,MSF LOGISTIQUE FACT 258323,MSFLOGIS,823710,T64000
15674,AML,EPIS,2020,12,11,64,67300000,43.06,MSF LOGISTIQUE FACT 258323,MSFLOGIS,823633,T64000
15675,AML,EPIS,2020,12,11,64,67300000,43.06,MSF LOGISTIQUE FACT 258323,MSFLOGIS,821654,T64000
15676,AML,EPIS,2020,9,11,65,67300000,1179.46,MSF LOGISTIQUE FACT 258328,MSFLOGIS,823710,T64000
15677,AML,EPIS,2020,9,11,65,67300000,12.92,MSF LOGISTIQUE FACT 258328,MSFLOGIS,823680,T64000
15678,AIN,EPIS,2020,20,11,47,62410000,395.61,SAL_I.KAVUNGA KITSA _GARDIEN_sep,MSFF,823729,T66006
15679,AIN,EPIS,2020,20,11,47,62410000,452.48,SAL_J.BWIRA BANYENE_GARDIEN_sept,MSFF,823729,T66006
15680,AIN,EPIS,2020,20,11,47,62410000,1044.23,SAL_C.AMANI MIGAMBI_SUPERVISEUR,MSFF,823729,T66006
15681,AIN,EPIS,2020,20,11,47,62410000,807.52,SAL_R.KANAGARHO FIKIRI_MAGASINIE,MSFF,823729,T66006
15682,AIN,EPIS,2020,20,11,47,62410000,754.66,SAL_F.LUKOKI  KABASELE_CHARGe DA,MSFF,823729,T66006
15683,AIN,EPIS,2020,20,11,47,62410000,386.8,SAL_R.LUANDA MUSANGANYA_GARDIEN_,MSFF,823729,T66006
15684,AIN,EPIS,2020,20,11,47,62410000,548.86,SAL_N.NIYONSENGA NTAMUHANGA_CHAU,MSFF,823729,T66006
15685,AIN,EPIS,2020,20,11,47,62410000,546.89,SAL_F.KAMBALE MUGHANDA_CHAUFFEUR,MSFF,823729,T66006
15686,AIN,EPIS,2020,20,11,47,62410000,536,SAL_L.SADIKI KAHAMIRE _CHAUFFEUR,MSFF,823729,T66006
15687,AIN,EPIS,2020,20,11,47,62410000,627.11,SAL_M.SADIKI MUVUNGA _CHAUFFEUR_,MSFF,823729,T66006
15688,AIN,EPIS,2020,20,11,47,62410000,558.51,SAL_D.LUMANDE  BINAMWISHO_CHAUFF,MSFF,823729,T66006
15689,AIN,EPIS,2020,20,11,47,62410000,-588.92,ANNUL_SDTC_E. MAYANI MUHIMA_CHAU,MSFF,823729,T66006
15690,AIN,EPIS,2020,20,11,47,63200000,168.99,VODACOM POSTPAID_ 06 20_STAFF E,MSFF,823729,T65310
15691,AIN,EPIS,2020,20,11,47,63200000,2.54,06 CARTE SIM VODACOM MSBC,MSFF,823729,T65310
15692,AIN,EPIS,2020,20,11,47,61150000,123,DEBOUCHAGE DES BANCS DE GRAISSEU,MSFF,823729,T63100
15693,AIN,EPIS,2020,20,11,47,63730000,596.89,36 IMPERMEABLES ET CASSEROLE ET,MSFF,823729,T61220
15694,AIN,EPIS,2020,20,11,47,63730000,27.05,08 BIDONS_EAU MINERALE LA VIE DE,MSFF,823729,T61220
15695,AIN,EPIS,2020,20,11,47,62831200,0.64,ONEM_V.SHAMAMBA KUBUYA _GARDIEN_,MSFF,823729,T66130
15696,AIN,EPIS,2020,20,11,47,62831200,2.93,INPP_V.CASINGA ZAGABE _GARDIEN_s,MSFF,823729,T66130
