rownames,session_id,project_id,event_id,article_id,named_aticle_id,theme_id,sub_theme_id,user_comments,event_year,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,qyear,unit_price,unit_price_cur,unit_price_eur,total_cost,real_total_cost,real_total_cost_manual,financer_id,is_in_accounting,comments,credte,upduser_id
10419,49,51,83dd5754-522d-443e-a81c-e9e4e3baa20b,155,0,1,74,Remboursement Dettes Garba,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,3,-500000,XOF,-762.245086,-2286.74,0,0,0,0,,2020-08-20 ,164
10420,49,725,0bcd5adb-b81d-4bd0-84ad-298996a431ad,201,0,1,74,,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,EUR,11,11,0,0,0,0,,2020-08-26 ,25
10421,49,857,8065b79f-54ff-4a6e-bc26-e17622f3ee40,1,0,1,74,,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1500,EUR,1500,3000,0,0,0,0,,2020-08-26 ,25
10422,49,857,a8181468-ab7f-4432-8744-d4caea878e61,3,0,1,74,,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,3,200,EUR,200,600,0,0,0,0,,2020-08-26 ,25
10423,49,725,5b62e86c-5d17-4ee9-81f5-e90dfd24de37,49,0,25,86,,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,1,305,EUR,305,305,0,0,0,0,,2020-08-26 ,25
10424,49,725,ce0d2edd-9098-4f52-80cc-362f455d6b03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deleted,2020-08-26 ,25
10425,48,882,7ebf68be-6cfb-4517-a21b-4ea71cdd904d,155,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35000,EUR,35000,35000,0,0,0,0,,2020-08-06 ,165
10426,48,1069,0c1ab2bd-8e69-40e1-9a4d-2f1b8811db74,155,0,2,47,Frais de laboratoire team B ,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32000,EUR,32000,32000,0,0,0,0,,2020-08-06 ,165
10427,48,1069,20d44b07-2d11-45af-8493-e1666b940683,44,0,25,86,Fuel and others for log only!,2020,0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,0,7.5,167,EUR,167,1252.5,0,0,0,0,,2020-08-06 ,165
10428,48,1069,22002f75-383f-4d95-9984-c143af9a06c2,155,0,2,47,Frais de laboratoire team C ,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18500,EUR,18500,18500,0,0,0,0,,2020-08-06 ,165
10429,48,1069,42608eb3-04b2-4e9e-b032-8243f0cb4ff6,13,0,2,47,assurance team B (msf Budget),2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,EUR,1000,1000,0,0,0,0,,2020-08-06 ,165
10430,48,1069,4554817f-baf6-4691-8b5f-7a65d4ae06e4,120,0,25,86,CD4 1000/ FBC 650 UG et KE,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21020,EUR,21020,21020,0,0,0,0,,2020-08-06 ,165
10431,48,1069,46821732AR97,97,0,1,1,expertise MSF Epicentre,2020,0,0,0,0,0,0,0,0,0,0,0,0,132,132,457,EUR,457,60324,0,0,0,0,,2020-08-06 ,165
10432,48,1069,57879f38-52bd-49cf-be6d-5c9ab71c5554,13,0,2,47,assurance team C (msf budget),2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,EUR,1000,1000,0,0,0,0,,2020-08-06 ,165
10433,48,1069,6747dbbb-c560-440c-8644-4f1495679f4a,99,0,2,47,Participant insurance Ug ,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6400,EUR,6400,6400,0,0,0,0,,2020-08-06 ,165
10434,48,1069,6e9f56f6-90b9-4cb1-948f-f058a1cd5864,49,0,25,86,participant insurance Kenya ,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3000,EUR,3000,3000,0,0,0,0,,2020-08-06 ,165
10435,48,1069,825f9d37-28f9-484a-9700-670f27b2f09f,23,0,1,74,,2020,0,0,0,0,0,1,1,1,1,1,1,1,0,7,70,EUR,70,490,0,0,0,0,,2020-08-06 ,165
10436,48,1069,9e0fc68b-cad7-4be4-b46f-2447c6b68c07,87,0,2,47,publication budget MSF,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3000,EUR,3000,3000,0,0,0,0,,2020-08-06 ,165
10437,48,1069,c0472ea5-9411-4b7d-856d-787495a8ab70,212,0,25,86,Chest X-ray 630/ Films X-ray 900,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4575,EUR,4575,4575,0,0,0,0,,2020-08-06 ,165
10438,48,1069,eae94717-9e5c-4134-a61a-eade7901c0e1,120,0,25,86,LAM 650/ MGIT 600/LJ  Xpert 630,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,1,54084,EUR,54084,54084,0,0,0,0,,2020-08-06 ,165
10439,48,1069,ef61db07-7da0-47b6-a586-e9e5f7b4f013,155,0,73,260,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,EUR,0,0,0,0,0,0,,2020-08-06 ,165
10440,48,1069,f5ecb704-6db5-4c96-9c23-28a5e9c56182,120,0,25,86,Material sample collection 830/Material lab accessories 1/ Bio banking 0,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15466,EUR,15466,15466,0,0,0,0,,2020-08-06 ,165
10441,48,882,f7e82770-eeda-436f-bc69-0a59d7274464,215,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150000,EUR,150000,150000,0,0,0,0,,2020-08-06 ,165
10442,48,882,0529b0ff-9c4b-4a5b-838d-86abf2933a73,206,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000,EUR,40000,40000,0,0,0,0,,2020-08-06 ,165
10443,48,882,e2038b52-abcd-44c0-a379-18c85461efd7,120,0,73,260,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100000,EUR,100000,100000,0,0,0,0,,2020-08-06 ,165
10444,48,882,c3a3ebbf-7f82-4e75-be79-e5ae889be925,120,0,73,260,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-06 ,165
10445,48,1069,5fd92f8f-f308-4e0e-bed4-33ce6455bd1d,215,0,2,47,personnel UG ,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22251,EUR,22251,22251,0,0,0,0,,2020-08-06 ,165
10446,48,1069,a0df9583-47d4-47f6-9af8-82a4eecfc548,215,0,2,47,personnel KE ,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50950,EUR,50950,50950,0,0,0,0,,2020-08-06 ,165
10447,49,51,23bbeda6-2069-48e3-b291-f38c7b1ca3d1,140,0,1,74,Maisons et bureau ,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,EUR,1500,1500,0,0,0,0,"<c author=""epiuser"" mod=""5248754253174264003"">Maison: 500 EUROS  Bureau: 500 EUROS.</c>",2020-08-06 ,56
10448,49,51,714719b3-ca6d-4fab-a906-38e13e1ecee8,1,0,1,74,Visite Paris,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1300,EUR,1300,5200,0,0,0,0,,2020-08-06 ,56
10449,49,51,f2e7b341-f6e2-403e-9d59-c32a1ee91269,5,0,1,74,Visite Paris,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,270000,XOF,411.612347,411.61,0,0,0,0,,2020-08-06 ,56
10450,49,51,fbf9f181-ca1d-4dd8-9419-683d46f37eba,272,0,1,74,Forfait Jardinier  pisciner  petits trav plomberie  electricité ,2020,1,1,1,1,1,1,1,1,1,1,1,1,0,12,155000,XOF,236.295977,2835.55,0,0,0,0,"<c author=""epiuser"" mod=""5248754259193370041"">Forfait piscinier: 25 000XOF/mois  Forfait jardinier: 60000XOF/mois.</c><c author=""epiuser"" mod=""5248755027684840432"">Petits travaux de plomberie  electriques  maison  bureau: 40 000 XOF/mois</c>",2020-08-06 ,56
10451,46,224,4af53178-cc9d-454f-a082-e6e51d126bf0,206,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,EUR,200,0,0,0,0,0,,2020-08-12 ,165
10452,46,224,b4a6ce56-26a6-44e6-936d-3994b94d2ed9,1,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,EUR,1500,0,0,0,0,0,,2020-08-12 ,165
10453,46,705,46832077AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,9,9,457,EUR,457,4113,0,0,0,0,,2020-08-12 ,165
10454,46,705,70c5aa91-3fe0-4c79-a89d-adedad9696a1,87,0,8,24,Article,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,1,172,EUR,172,172,0,0,0,0,,2020-08-12 ,165
10455,46,705,ca319e44-8c45-40a1-969f-d03ab5f1e09d,149,0,2,2,Menard Chihana,2020,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,EUR,0,0,0,0,0,0,,2020-08-12 ,165
10456,46,882,46833150AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,EUR,457,0,0,0,0,0,,2020-08-12 ,165
10457,46,882,7ebf68be-6cfb-4517-a21b-4ea71cdd904d,155,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,EUR,0,0,0,0,0,0,,2020-08-12 ,165
10458,46,1001,1e53e1ab-ed53-4947-ae46-2cccf924000e,155,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,EUR,0,0,0,0,0,0,,2020-08-12 ,165
10459,46,1034,46833149AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0.15,9,9.15,1000,EUR,1000,9150,0,0,0,0,,2020-08-12 ,165
10460,46,1069,0c1ab2bd-8e69-40e1-9a4d-2f1b8811db74,155,0,2,47,Uganda,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-19251,EUR,-19251,-19251,0,0,0,0,,2020-08-12 ,165
10461,46,1076,46TMP_711ee3ba-c7c6-456c-a057-6ea9a26a9066AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,63,63,457,EUR,457,28791,0,0,0,0,,2020-08-12 ,165
10462,46,1076,e8b76109-3104-4658-94a1-68e8ce2010f5,155,0,2,2,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,59,EUR,59,59,0,0,0,0,,2020-08-12 ,165
10463,46,1098,46TMP_944f6b40-c888-47ad-b47f-45f3a2509778AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,EUR,457,0,0,0,0,0,,2020-08-12 ,165
10464,46,1098,8b8e9a72-20aa-49ac-9609-f7dfa472972c,155,0,1,74,Billets d'avion Etienne Fran,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,EUR,1000,0,0,0,0,0,,2020-08-12 ,165
10465,46,1103,46832153AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,40,40,457,EUR,457,18280,0,0,0,0,,2020-08-12 ,165
10466,46,1116,46843187AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,EUR,915,0,0,0,0,0,,2020-08-12 ,165
10467,46,1117,46831155AR97,97,0,1,1,jours d'exp F.FINGER ,2020,0,0,7,20,20,20,20,0,0,0,0,0,0,87,0,EUR,0,0,0,0,0,0,,2020-08-12 ,165
10468,46,1127,46822744AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,EUR,0,0,0,0,0,0,,2020-08-12 ,165
10469,49,679,146a8d91-8bb4-41bc-acca-3ce1c86fbd37,1,0,1,74,implementation visits/monitoring,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,EUR,1000,1000,0,0,0,0,,2020-08-12 ,2
10470,49,679,225a6d8b-b724-421f-9523-7eea83ee3e73,1,0,1,74,Vaccine trails Coordinator 33%,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,EUR,1000,0,0,0,0,0,,2020-08-12 ,2
10471,49,679,2983a559-06c7-4267-9cd7-5f2753b5d0e3,1,0,1,74,PharmaCo expat 33%,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,EUR,1100,0,0,0,0,0,,2020-08-12 ,2
10472,49,679,46821654AR97,97,2,1,1,,2020,50,0,0,0,0,0,0,0,0,0,0,0,0,50,457,EUR,457,22850,0,0,0,0,,2020-08-12 ,2
10473,49,679,5a0df2da-d5f0-4995-93b3-152e584e85a7,205,0,1,74,,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,2,200,EUR,200,400,0,0,0,0,,2020-08-12 ,2
10474,49,679,6306a0c1-01dd-47f3-8712-c4ebbdaff9b2,2,0,1,74,airport to study site,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,350,EUR,350,350,0,0,0,0,,2020-08-12 ,2
10475,49,1172,49TMP_30cb115c-adca-43a8-a9a0-3659a64e79f7AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,25,25,457,EUR,457,11425,0,0,0,0,,2020-08-12 ,40
10476,49,1172,dd59e617-ff2f-42fc-81ef-75ddef65bc81,155,0,73,260,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18000,EUR,18000,18000,0,0,0,0,,2020-08-12 ,40
10477,49,1172,76712d48-7596-45da-b892-b31890e2d65c,155,0,73,260,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-12 ,40
10478,49,1172,5d11f0b8-2b57-44c0-8dd8-741dd0a13bbe,345,0,73,260,,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,600,EUR,600,600,0,0,0,0,,2020-08-12 ,40
10479,49,679,6bb365e3-6de7-4f39-9550-8758178e9c63,3,0,1,74,Uganda/Kenya,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,EUR,50,50,0,0,0,0,,2020-08-12 ,2
10480,49,679,8ab25bac-6a3f-4edc-8cb5-384be4f5d84c,97,0,1,74,other: CRA  labo,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,5,457,EUR,457,2285,0,0,0,0,,2020-08-12 ,2
10481,49,679,9b9cc089-3261-414c-8379-53c4d6729651,56,0,1,74,Entebbe/Kilifi,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,2,80,EUR,80,160,0,0,0,0,,2020-08-12 ,2
10482,49,679,9ea9ea51-ed39-4cbe-ba6c-8f92ddfc9c0a,87,0,1,74,publication,2020,0,0,0,0,0,0,0,0,0,15,0,0,0,15,1000,EUR,1000,15000,0,0,0,0,,2020-08-12 ,2
10483,49,859,49831130AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-12 ,2
10484,49,994,0a8e082c-6945-4658-bc8b-ebfb756fb1b6,3,0,1,74,visits,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,EUR,50,50,0,0,0,0,,2020-08-12 ,2
10485,49,994,3f843165-f1e9-4957-9177-6a8d3864d776,97,43,1,74,,2020,12,0,0,0,0,0,0,0,0,0,0,0,0,12,661,EUR,661,7932,0,0,0,0,,2020-08-12 ,2
10486,49,994,46823720AR97,97,0,1,1,International staff,2020,10,0,0,0,0,0,0,0,0,0,0,0,0,10,492,EUR,492,4920,0,0,0,0,,2020-08-12 ,2
10487,49,994,6fd21ed9-34d0-4cb2-b080-712261a38483,97,1811,1,74,,2020,25,0,0,0,0,0,0,0,0,0,0,0,0,25,379,EUR,379,9475,0,0,0,0,,2020-08-12 ,2
10488,49,994,7062c662-cf9b-4b60-83a1-2186b4ba2a7b,56,0,1,74,International travel (including visas and accomodation) ,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,EUR,1500,1500,0,0,0,0,,2020-08-12 ,2
10489,49,994,75460ac7-1633-4f62-9dc0-b6a739878f52,1,0,1,74,External monitoring visits,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,EUR,1000,0,0,0,0,0,,2020-08-12 ,2
10490,49,994,8ac6a203-438e-4d45-b313-ff3f870e2552,1,0,1,74,DSMB and Scientific committee meetings and honoraria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,EUR,2000,0,0,0,0,0,,2020-08-12 ,2
10491,49,994,a7be45bd-f83d-4de5-aa05-162941bc745d,97,2,1,74,,2020,8,0,0,0,0,0,0,0,0,0,0,0,0,8,484,EUR,484,3872,0,0,0,0,,2020-08-12 ,2
10492,49,994,d321fb9b-0d8b-4d69-8b95-eb4cc700f091,1,0,1,74,expat PharmaCo (R&R) 33%,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,EUR,1000,0,0,0,0,0,,2020-08-12 ,2
10493,49,994,e48b5c3b-29d9-4ca3-8d2c-45e9e71dba7c,1,0,1,74,Vaccine trails Coordinator (R&R),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,EUR,1000,0,0,0,0,0,,2020-08-12 ,2
10494,46,361,46825521AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10495,46,781,46831102AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10496,46,790,46811451AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10497,46,821,46831136AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10498,46,825,46832125AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10499,46,876,46811471AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10500,46,887,46831131AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10501,46,1129,46821750AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10502,46,1130,46811531AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10503,46,1133,46812534AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10504,46,1135,46842189AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10505,46,1152,46TMP_ede4eb53-04de-48a8-b611-4e2d849a0e37AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10506,46,1153,46820749AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10507,46,1154,46811540AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10508,46,1155,46811541AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10509,46,1156,46TMP_d3ace14d-ff0c-46e5-8acc-afe42f89318aAR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10510,46,1157,46832169AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10511,46,1158,46831174AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10512,46,1159,46830170AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10513,46,1160,46830171AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10514,46,1161,46820753AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10515,46,1162,46834172AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10516,46,1163,46811542AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10517,46,1164,46811543AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10518,46,1165,46811544AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10519,46,1167,46812545AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10520,46,1168,46831175AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10521,46,1169,46TMP_5297595a-070c-435e-8dd2-005928fd0939AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10522,46,1170,46TMP_0860ebc8-0041-48bc-a3a4-bdfa267e3968AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10523,46,1171,46823754AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10524,46,1172,46TMP_30cb115c-adca-43a8-a9a0-3659a64e79f7AR97,97,0,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-08-13 ,165
10525,48,883,98b0eb0a-8388-49d2-9c2a-5fdd125d9dce,168,0,1,74,,2020,1,1,1,1,1,1,1,1,1,1,1.5,0.3,0,11.8,6000000,UGX,1428.102195,16851.61,0,0,0,0,,2020-07-31 ,165
10526,48,883,a3d247c6-3263-4f5b-91da-069da4d3b50f,292,0,1,74,Susan,2020,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,1.75,6200000,UGX,1475.705601,2582.48,0,0,0,0,,2020-07-31 ,165
10527,48,883,bb804ac4-a389-44ed-a01b-ee9ca642603a,23,0,1,74,,2020,1,1,1,1,1,1,1,1,1,1,1,1,0,12,30,EUR,30,360,0,0,0,0,,2020-07-31 ,165
10528,48,883,c30a016a-e264-414f-8f49-eb5439b2fa23,66,0,1,74,,2020,2,2,2,2,2,2,3,0,0,0,0,0,0,15,2009533,UGX,478.303081,7174.55,0,0,0,0,,2020-07-31 ,165
10529,48,883,cad7949e-3d78-4ccc-9172-88dd846907df,54,0,1,74,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,EUR,421,0,0,0,0,0,,2020-07-31 ,165
10530,48,883,cb0b1861-04a1-451a-b1f1-234abc358150,68,0,1,74,Dan LabCo// 35% to be charge here,2020,1,1,1,1,1,1,1,0,0,0,0,0,0,7,3747232,UGX,891.905041,6243.34,0,0,0,0,,2020-07-31 ,165
10531,48,883,cbb9a0be-9d35-4ef1-9ca8-c7d10f3f6803,66,0,1,74,,2020,0,0,0,0,0,0,0,2,2,2,2.4,1,1,10.4,2009533,UGX,478.303081,4974.35,0,0,0,0,,2020-07-31 ,165
10532,48,883,e7f4de69-10cb-4d41-87ee-1a26f5d8cc92,54,0,1,74,Denis Nansera,2020,1,1,1,1,1,1,1,1,1,1,1,0,0,11,421,EUR,421,4631,0,0,0,0,,2020-07-31 ,165
10533,48,883,fd13d91c-1462-49c4-b621-607d4f67698a,108,0,1,74,Patient Transport and time compensation ,2020,1,1,1,1,1,1,1,1,1,1,1,1,0,12,380,EUR,380,4560,0,0,0,0,,2020-07-31 ,165
10534,48,890,@T_890_9720242020,97,2024,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10535,48,890,@T_890_97212020,97,21,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10536,48,892,@A_892_2062020,206,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,41.9,0,0,0,,2020-07-31 ,165
10537,48,892,@A_892_2152020,215,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,18765.920000000002,0,0,0,,2020-07-31 ,165
10538,48,892,@A_892_2172020,217,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,50,0,0,0,,2020-07-31 ,165
10539,48,892,@T_892_9717592020,97,1759,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10540,48,892,@T_892_97242020,97,24,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10541,48,894,@T_894_9717652020,97,1765,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10542,48,952,@T_952_9720282020,97,2028,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10543,48,952,@T_952_97242020,97,24,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10544,48,952,f772adb2-5085-49ff-bfd7-58a8158a7fec,1,0,1,74,2 field visits,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2020-07-31 ,165
10545,48,959,@T_959_9718562020,97,1856,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10546,48,959,@T_959_9720242020,97,2024,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10547,48,959,@T_959_97212020,97,21,1,1,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,1,,2020-07-31 ,165
10548,48,961,@A_961_2002020,200,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1809.4499999999998,0,0,0,,2020-07-31 ,165
10549,48,961,@A_961_2012020,201,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,4878.589999999999,0,0,0,,2020-07-31 ,165
10550,48,961,@A_961_2032020,203,0,25,86,,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,1928.88,0,0,0,,2020-07-31 ,165
