rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id,creation_id
617,640,2016-03-31 ,2018-11-09 ,SAMBA 2 equivalence study-Uganda (UNITAID VIA OCP),833066,"",Arua District,2015-08-01,2017-03-31,OCP via UNITAID VL grandObjective: Comparison of SAMBA 1 (semi-automated) vs SAMBA 2 (fully auomated) HIV Vl test iN Arua district  Uganda.Comment: This is not a new activity  it has already been approved and was so far charged together with Code 823604; Task shifting study.But it will be easier to keep track if we hav ea separate code.,<p>OCP via UNITAID VL grand</p><p>Objective: Comparison of SAMBA 1 (semi-automated) vs SAMBA 2 (fully auomated) HIV Vl test iN Arua district  Uganda.</p><p>Comment: This is not a new activity  it has already been approved and was so far charged together with Code 823604&nbsp; Task shifting study.</p><p>But it will be easier to keep track if we hav ea separate code.<br /></p>,1,,9,130,8,2,1,3,13,9,689,4,"",4,"",,"","","","",,2,1,1,0,0,0,"",1,0,"","",3,6,4,2,1,1,,1,8,4,781,20,
618,641,2016-04-01 ,2019-01-10 ,VL_4country_support_consortium,833065,"",ethiopia  sudan  bangladesh  india,2016-01-01,2018-12-31,Description,Description,1,,3,130,7,9,1,13,75,105,687,4,"",1,"",,"","","","",,0,1,1,0,1,0,"",1,0,"","",7,6,3,2,2,4,,2,13,3,,20,
619,642,2016-04-05 ,2018-12-04 ,Enquête Bouza PPCSI Niger OCBA,812401,"",,2016-04-04,2018-12-01,,,1,,30,60,7,1,1,,10,30,,4,PPCSI,4,"",,"","","","",,2,,1,,1,0,"",1,0,"","",6,6,4,2,1,4,,1,1,3,,70,
620,643,2016-04-18 ,2018-08-07 ,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,811404,"",Masaka,2016-04-18,2016-12-31,Investigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,"",1,,23,130,7,1,1,7,13,7,693,4,"",2,"",,"","","","",,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,11,3,,47,
621,644,2016-04-20 ,2021-03-01 ,Prospective cohort study of snakebite victims (SS160),822642,"",Agok,2016-04-20,2021-12-01,Prospective cohort study of patients treated for snakebite in Agok  South Sudan. ,Prospective cohort study of patients treated for snakebite in Agok  South Sudan. &nbsp;,1,,39,43,1,2,1,19,5,43,694,4,"",4,"",,"","","","",,1,0,1,1,1,0,"",1,0,"","",6,6,4,3,1,4,,1,5,3,,67,95493ABA-B407-47AF-BF9D-965F1BF0A2DE
622,645,2016-04-20 ,2018-07-23 ,Case-control study for the evaluation of the protective efficacy of SMC (NE120),822643,"",,2016-04-20,2018-12-31,,,1,,39,130,1,2,1,,10,39,,4,"",4,"",,"","","","",,0,0,1,1,1,0,"",1,0,"","",,,4,2,1,1,,1,,3,,22,
623,646,2016-04-22 ,2018-08-09 ,Yellow fever _ Uganda _2016,811407,"","",2016-04-15,2016-08-31,support MOH for the description of the epidemic,support MOH for the description of the epidemic,1,,33,130,7,1,1,19,13,7,698,4,"",1,"",,"","","","",,1,,,,,,"",,0,"","",6,2,,2,1,4,,1,11,3,,47,
624,647,2016-04-22 ,2018-08-09 ,suevreillance fievre jaune RDC 2016 ,811406,"",Katanga,2016-04-15,2016-12-31,suevreillance fievre jaune RDC 2016 ,"",1,,33,130,7,1,1,19,1,10,697,4,"",1,"",,"","","","",,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,12,4,,47,
625,648,2016-04-22 ,2018-08-09 ,RDC Fievre jaune OCB 2016,812405,"","",2016-04-15,2016-08-31,- Collecter les données des cas/décès YF auprès des structures de santé  des labos et des autorités.- En fonction des données  définir les priorités d'interventions : vaccination  vector control  PEC- Participer à la rédaction de la demande ICG au besoin- Etre le point focal pendant les réunion task force avec les autorités.- Vérifier que la définition de cas est présente dans les structures de santé- Identifier les structures pour la prise en charge,"<span style=""font-family: Helv; font-size: 10pt;""></span><p dir=""ltr"">- Collecter les données des cas/décès YF auprès des structures de santé  des labos et des autorités.</p><p dir=""ltr"">- En fonction des données  définir les priorités d'interventions : vaccination  vector control  PEC</p><p dir=""ltr"">- Participer à la rédaction de la demande ICG au besoin</p><p dir=""ltr"">- Etre le point focal pendant les réunion task force avec les autorités.</p><p dir=""ltr"">- Vérifier que la définition de cas est présente dans les structures de santé</p><p dir=""ltr"">- Identifier les structures pour la prise en charge</p>",1,,33,130,7,1,1,19,1,105,696,4,"",1,"",,"","","","",,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,11,3,,47,
626,649,2016-04-26 ,2018-10-30 ,Large-scale introduction of a new WHO pre-qualified disposable syringe needle-free injection device in the context of a preventive or reactive measles vaccination campaign,821644,"","",2014-01-01,2018-12-31,BackgroundThis study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. Methods The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. Reporting Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;,"<p><strong><span style=""font-family: Helv  sans-serif;"">Background</span></strong></p><p><span style=""font-family: Helv  sans-serif;"">This study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. </span></p><p><strong><span style=""font-family: Helv  sans-serif;"">Methods </span></strong></p><p><span style=""font-family: Helv  sans-serif;"">The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. </span></p><p><strong><span style=""font-family: Helv  sans-serif;"">Reporting</span></strong></p> <p><span style=""font-family: Helv  sans-serif;"">Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;</span></p><br />",1,,60,130,1,2,1,1,285,2,699,4,"",1,"",,"","","","",,2,0,1,0,0,0,"",1,0,"","",1,6,4,2,1,1,,1,1,3,,41,
627,650,2016-05-03 ,2019-05-29 ,Investigation épidémie de paludisme - bas et Haut Uélé - province orientale-RDC,812408,"",Bas et haut uélé,2016-05-04,2016-09-30,Aide à la surveillance et l'investigation d'une épidémie de Paludisme,"",1,,47,62,5,1,1,4,1,62,700,4,"",4,"",,"",Bas uélé,"","",,1,,,,,,"",,0,"","",5,2,4,2,2,4,,1,12,2,,22,
628,651,2016-05-17 ,2018-12-04 ,Simplified regimen for inpatient treatment of neonatal sepsis,821645,"","",2016-05-01,2017-05-01,Neonatal infection currently accounts for 12% of all under-5 deaths worldwide and is the second leading cause of under-5 deaths. Community-based studies in low resource settings show that about 10% of newborns have signs of possible serious bacterial infection during the neonatal period. For suspected bacterial sepsis in newborns  the World Health Organization (WHO) recommends hospitalization and injectable antibiotics for 7-10 days .In resource-limited settings with normally no access to bacterial cultures long (10 day) treatments based on initial clinical suspicion. Laboratory facilities are often either absent or insufficient to provide confirmation. This lengthy regimen puts pressure on already over-crowded facilities  increases the risk of nosocomial infections and necessitates highly skilled human resources. Among infants hospitalized for neonatal sepsis and responding well after 2 full days of IV treatment  the failure rate among children receiving 5 days of relay treatment with oral antibiotics after discharge (intervention) have failure rates non-inferior to children receiving 5 days of additional in-hospital intravenous treatment (ie 7 days overall  the reference group). Treatment failure is defined on the day 8 post-enrolment visit as: death  clinical deterioration (hospitalization  clinical sign of severe infection  sepsis relapse). A refined definition of treatment failure will be established during protocol development.&nbsp;,<p>Neonatal infection currently accounts for 12% of all under-5 deaths worldwide and is the second leading cause of under-5 deaths. Community-based studies in low resource settings show that about 10% of newborns have signs of possible serious bacterial infection during the neonatal period. For suspected bacterial sepsis in newborns  the World Health Organization (WHO) recommends hospitalization and injectable antibiotics for 7-10 days .In resource-limited settings with normally no access to bacterial cultures long (10 day) treatments based on initial clinical suspicion. Laboratory facilities are often either absent or insufficient to provide confirmation. This lengthy regimen puts pressure on already over-crowded facilities  increases the risk of nosocomial infections and necessitates highly skilled human resources. </p><p>Among infants hospitalized for neonatal sepsis and responding well after 2 full days of IV treatment  the failure rate among children receiving 5 days of relay treatment with oral antibiotics after discharge (intervention) have failure rates non-inferior to children receiving 5 days of additional in-hospital intravenous treatment (ie 7 days overall  the reference group). Treatment failure is defined on the day 8 post-enrolment visit as: death  clinical deterioration (hospitalization  clinical sign of severe infection  sepsis relapse). A refined definition of treatment failure will be established during protocol development.</p><p>&nbsp;</p><br />,1,,43,21,8,2,1,15,285,21,701,4,Simplified Treatment Sepsis Néonatal,1,"",,"","","","",,1,,1,,,,"",0,0,"","",2,6,4,2,1,1,,1,5,3,735,3,
629,652,2016-05-17 ,2018-07-23 ,1000 jours,823647,"","",2016-04-01,2017-02-01,1000 days,"",1,,60,130,1,1,1,19,10,43,703,4,"",1,"",,"","","","",,0,1,1,1,0,0,"",1,0,"","",,,4,2,1,4,,1,,3,,77,
630,653,2016-05-18 ,2018-05-22 ,Enquête de mortalité et couverture vaccinale Paoua  RCA,811409,,Paoua,2016-05-01,2018-01-31,Enquête de mortalité  couverture vaccinale et accés aux soins  Paoua  RCA,Enquête de mortalité  couverture vaccinale et accés aux soins  Paoua  RCA,1,,30,21,7,1,1,19,4,52,704,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,1,5,3,2,1,4,,1,1,3,,70,
631,654,2016-05-18 ,2018-08-07 ,vaccine coverage survey and nutritionnal evaluation using MUAC  Aweil Town  South Sudan,811410,"",aweil town,2016-05-01,2016-07-31,vaccine coverage survey and nutritionnal evaluation using MUAC  Aweil Town  South Sudan,"",1,,47,130,5,1,1,1,5,60,705,4,"",4,"",,"","","","",,1,,,,,,"",,0,"","",6,6,1,2,1,4,,1,1,3,,70,
632,655,2016-05-18 ,2018-12-05 ,Enquête par téléphone mobile sur la situation sanitaire des populations du Nord Cameroun et l accès aux soins (CM137),812411,"",,2016-03-01,2018-12-31,,,1,,47,130,7,1,1,,45,62,,4,"",4,"",,"","","","",,2,1,1,1,1,0,"",1,0,"","",6,5,3,3,1,4,,1,1,3,,70,
633,656,2016-05-18 ,2017-01-10 ,evaluation de la situation sanitaire lié au Paludisme -Bas Uélé - RDC,811412,"",Dingila,2016-05-10,2016-06-30,explo sur la situation sanitaire liée au paludisme dans le Bas Uélé - zone de santé de Dinguila - desk urgences,explo sur la situation sanitaire liée au paludisme dans le Bas Uélé - zone de santé de Dinguila - desk urgences,1,,47,60,5,1,1,4,1,77,707,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22,
634,657,2016-06-01 ,2017-10-28 ,PREP Mozambique  Beira  OCB,832067,,,2016-05-01,2018-12-31,,,1,,17,60,7,9,1,,22,50,,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,4,6,4,2,1,1,,1,3,3,,20,
635,658,2016-06-09 ,2019-01-10 ,surveys in diificult to reach populations ,TMP_296bd11b-015b-447c-80a5-df8329386d4d,"","",2016-06-06,2016-12-31,surveys in diificult to reach populations ,"",1,,33,130,5,10,2,3,285,33,,4,"",1,"",,"","","","",,1,,,,,,"",,0,"","",5,6,,3,1,1,,3,10,4,,75,
636,659,2016-06-14 ,2018-08-09 ,Fievre jaune RDC OCP investigation epidemie ,811414,"","",2016-06-15,2016-12-31,Fievre jaune RDC OCP investigation epidemie ,"",1,,33,130,7,1,1,19,1,2,715,4,"",1,"",,"","","","",,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,11,3,,47,
637,660,2016-06-20 ,2018-12-04 ,Formation FUCHIA - RCA  Bangui - OCB,842140,"",Bangui,2016-06-15,2016-08-15,Formation FUCHIA à la demande de OCB en RCA  Bangui,Formation FUCHIA à la demande de OCB en RCA  Bangui<br />,1,,21,21,9,3,1,3,4,21,710,4,"",4,"",,"","","","",,1,1,,,1,,"",0,0,"","",7,7,3,4,1,5,,4,10,6,,20,
638,661,2016-06-23 ,2019-11-12 ,Intoxication documentation Monrovia 2016,831071,"",Monrovai,2016-06-06,2019-09-01,Intoxication documentation Monrovia 2016,Description,1,,33,21,7,1,1,19,46,93,716,4,"",4,"",,"","","","",,1,1,1,0,0,0,"",1,0,"","",6,6,4,2,1,1,,1,5,3,,51,5DAFE5AF-C049-4310-84A4-147D2C3E13E0
639,662,2016-06-24 ,2017-02-15 ,External services - Severe TB (MUST-UVA) - ICIDR,823649,,Mbarara,2016-06-01,2018-05-31,"","",1,,11,60,1,10,1,31,13,11,717,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,7,6,4,,,,,,,,,75,
640,663,2016-06-24 ,2019-05-23 ,Ebola Initiative - Multiplex ,824650,"","",2016-01-01,2017-01-02,Ebola Initiative - Multiplex ,"",1,,4,130,7,2,1,28,285,4,720,4,"",1,"",,"","","","",,1,0,0,0,0,0,"",0,0,"","",3,6,4,,2,1,,,,,,75,
641,664,2016-06-28 ,2019-05-29 ,Description épidémiologique rougeole MSF OCG Katanga,812413,"",Katanga,2016-04-01,2016-06-30,Description des épidémie de rougeole ayant affectées trois zones de santé du Katanga et modèlisation pour estimer l'impact des campagnes de vaccination réactive,"",1,,60,62,5,1,1,23,1,62,711,4,"",4,"",,"","","","",,1,,,,,,"",0,0,"","",4,2,,2,1,1,,4,5,4,,43,
642,665,2016-06-28 ,2017-09-15 ,POCUS  aweil  South Sudan  OCP,831068,,Aweil,2016-06-01,2017-12-31,description,description,1,,12,60,7,9,1,28,5,12,712,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,7,5,1,3,1,4,,1,,,,76,
643,666,2016-06-28 ,2017-10-26 ,Malaria efficacy study  Aweil and Yida  South Sudan,831069,,Aweil and Yida,2016-06-01,2017-12-31,Description,Description,1,,12,60,7,9,1,4,5,12,713,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,7,6,1,3,1,4,,1,3,,,22,
644,667,2016-06-30 ,2018-10-18 ,HIV-Six month appointment analysis Malawi-OCP,831070,"",Chiradzulu,2016-01-01,2016-12-31,Completing analysis.,Completing analysis.,1,,50,130,5,9,1,3,15,50,714,4,"",4,"",,"","","","",,1,,,,,,"",,0,"","",6,6,,,,4,,1,5,4,,20,
645,668,2016-07-01 ,2018-08-04 ,Ebola Initiative data sharing platform,812415,"","",2016-01-01,2017-12-31,MSF Intersectional Ebola data pooling  and comunicaton/coordination with Ebola External Data sharing plateform + Intersectional Ebola publication (Under OCB),MSF Intersectional Ebola data pooling  and comunicaton/coordination with Ebola External Data sharing plateform + Intersectional Ebola publication (Under OCB),1,,51,130,7,2,1,35,285,51,719,4,"",1,"",,"","","","",,1,1,0,0,0,0,"",0,0,"","",6,6,,2,2,1,,1,9,1,,11,
646,669,2016-07-01 ,2017-09-20 ,Qualitative study_HIV2ndline_Mozambique,822651,,"",2016-09-01,2017-12-31,Funding ocg : 34 460 du 1/1/2016 au 28/2/2017,Funding ocg : 34 460 du 1/1/2016 au 28/2/2017,1,,9,60,8,2,1,3,22,9,722,4,,1,,,,,,,,0,1,0,1,1,0,,1,0,,,,6,4,2,1,1,,2,1,3,,20,
647,670,2016-07-04 ,2017-11-09 ,OCB HCV Test & treat India,832072,,Delhi,2016-07-01,2017-12-31,Initial field visit for advising on OR and M&amp;E for a potential new HCV test &amp; treat project in Uttar Pradesh,Initial field visit for advising on OR and M&amp;E for a potential new HCV test &amp; treat project in Uttar Pradesh,1,,17,60,7,2,1,10,56,79,721,4,,1,,,,,,,,0,1,0,0,0,0,,0,0,,,7,6,4,2,2,1,,1,3,3,,16,
648,671,2016-07-05 ,2017-01-10 ,Epidemie Cholera - Addis Adeba - OCP ,811416,"",addis adeba,2016-07-11,2016-11-20,investigation épidémie de choléra à addis - OCP,investigation épidémie de choléra à addis - OCP,1,,47,60,5,1,1,22,75,99,723,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6,
649,672,2016-07-07 ,2018-12-04 ,Nigeria Borno IDPs-Malnutrition-OCP,811417,"",,2016-07-07,2018-12-31,,,1,,51,33,7,1,1,,12,33,,4,"",4,"",,"","","","",,2,1,0,0,0,0,"",0,0,"","",6,1,1,3,1,4,,1,1,3,,70,
650,673,2016-07-20 ,2018-08-01 ,Angola GOARN support Yellow fever,TMP_6d93f8bf-a3d8-416e-bc94-14f7e36d48df,"",Angola Luanda,2016-04-15,2016-08-31,Yellow Fever Outbreak: support to Goarn,"",1,,33,130,5,1,1,19,98,7,,4,Angola GOARN support Yellow fever,4,"",,"","","","",,1,,,,,,"",0,0,"","",5,2,4,2,2,4,,1,11,2,,47,
651,674,2016-07-26 ,2018-12-13 ,Data Analysis Yemen Review OCP,831073,"","",2016-07-01,2016-12-01,Support to OCP Yemen review   database analysis,Support to OCP Yemen review   database analysis,1,,30,30,7,9,1,19,33,30,727,4,"",4,"",,"","","","",,1,,,,,,"",,0,"","",6,5,1,3,1,4,,3,12,4,,75,
652,675,2016-07-27 ,2019-02-20 ,Post ROSE,822652,NE953,"",2016-01-01,2016-12-31,Post ROSE,"",1,,60,130,1,2,1,1,10,43,725,4,"",4,"",,"","","","",,1,,,,,,"",,0,"","",4,6,4,,1,1,,1,4,3,,41,
653,676,2016-07-28 ,2023-03-02 ,Cabinet médical Niger,824653,NE954,"",2016-01-01,2023-12-01,Cabinet Médical,"",1,,60,201,11,10,1,34,10,43,726,2,"",1,"",,"","","","",,0,0,0,0,0,0,"",0,0,"","",1,6,4,2,1,1,,1,2,3,,76,1A66163C-A219-4E89-9903-0D02B09BF0D6
654,677,2016-08-18 ,2023-02-10 ,MSF-OCB  support technique général  pool d'urgence,832074,"",Bruxelles,2016-07-01,2023-12-01,Le support technique général&nbsp;pour le&nbsp;pool d'urgence de MSF-OCB  avant l'implémentation d'un projet ou non lié&nbsp;à&nbsp;un projet spécifique.&nbsp;,"Le support technique général&nbsp;pour le&nbsp;pool d'urgence de MSF-OCB  avant l'implémentation d'un projet ou non lié&nbsp;<span style=""font-size: 10pt; line-height: 115%; font-family: Helv  sans-serif;""><span style=""font-size: 11pt; line-height: 115%; font-family: Calibri  sans-serif;"">à</span>&nbsp;</span>un projet spécifique.&nbsp;",1,,105,176,7,9,1,19,285,153,728,2,OCB SUPPORT TECH POLLD'URGENCE,1,"",,"","","","",,1,1,1,0,0,0,"",0,0,"","",7,6,4,3,2,4,,4,13,6,,75,E54EA98B-410E-4EEE-A729-C3BEBBCE17BD
655,678,2016-08-23 ,2019-01-10 ,Migrants Grèce  OCP,811418,"",,2016-08-01,2018-12-31,Migrants Grèce  OCP,,1,,28,130,7,1,1,,163,28,729,4,"",2,"",,"","","","",,1,1,0,1,1,1,"",1,0,"","",6,1,4,1,1,4,,3,1,3,,70,
656,679,2016-08-29 ,2022-10-18 ,Non-inferiority trial of low dose Yellow Fever vaccine compared to dose (YEFE),821654,UG982,Mbarara,2016-08-01,2023-12-01,Non-inferiority of fractional dose compared to standard dose of yellow fever vaccines from all WHO prequalified manufacturers ,"",0,,43,176,1,2,1,1,13,2,730,2,YEFE,1,"",,"","","","",,1,0,1,0,0,0,"",1,1,Epicentre,"",4,2,4,2,1,1,,1,4,3,,47,E25422BB-4546-4E54-992C-AF3E16B72605
657,680,2016-09-12 ,2019-05-29 ,modélisation d'épidémie d'hépatite E (MI984),812419,"",,2016-08-01,2018-12-31,Modélisation d'épidémie d'Hépatite E pour étudier leur dynamiques ainsi qu'étudier l'influence des précipitations.,,1,,62,62,7,1,1,,10,62,731,4,"",1,"",,"","","","",,2,0,0,0,0,0,"",0,1,"","",4,2,,2,1,1,,1,5,4,,17,
658,681,2016-09-29 ,2017-04-14 ,Evaluation nutrition et mortalité - urgence Nigeria Borno state,812420,,Borno Stata,2016-09-29,2017-01-10,"","",1,,47,60,7,1,1,5,12,20,732,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,6,1,1,1,1,4,,1,1,,,70,
659,682,2016-10-04 ,2017-03-10 ,Etude Score 2 Buruli,822655,"",Akonolinga  Bankim  Ayos,2016-10-17,2016-12-31,Evaluation of the Buruli score 2 in Akonolinga  Bankim and Ayos,Evaluation of the Buruli score 2 in Akonolinga  Bankim and Ayos,1,,53,60,5,2,1,30,45,53,733,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,27,
660,683,2016-10-10 ,2017-10-18 ,Syrian Medical Support Data analysis  Review ,831075,,gaziantep,2016-10-10,2017-09-30,Review of the data analysis collected by CHW in Syria since 2012,Review of the data analysis collected by CHW in Syria since 2012,1,,30,60,7,1,1,19,32,30,734,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,,5,1,3,1,4,,1,10,,,75,
661,684,2016-10-12 ,2018-07-26 ,Use of Hepatitis E vaccine,822658,"","",2016-10-01,2017-12-31,Development of a protocol for use of Hepatitis E vaccine in response to an outbreak.,<br />Development of a protocol for use of Hepatitis E vaccine in response to an outbreak.<br />,1,,43,130,1,2,1,1,10,43,764,4,"",4,"",,"","","","",,1,0,1,0,0,0,"",0,0,OCG,"",,,4,2,1,1,,1,,3,,17,
662,685,2016-10-14 ,2018-04-04 ,Documentation vaccination choléra Kinshasa  OMS,813421,,Kinshasa,2016-09-01,2018-03-31,Description,Description,1,,60,60,7,1,1,22,1,99,735,4,,4,,,,,,,,2,0,0,0,0,0,,1,0,,,1,2,4,3,1,4,,1,10,3,,6,
663,686,2016-10-17 ,2022-05-05 ,Professional Development for Medical and Scientific Staff in Niger,823656,NE941,"",2017-01-01,2022-12-01,This project supports professional development activities for medical and scientific staff in Niger. ,"",0,,60,201,1,10,1,34,10,43,736,2,RENF CAPACITES ELSEVIER,2,"",,"","","","",,1,0,0,0,0,0,"",0,0,"","",7,7,3,4,1,,,4,10,6,,78,28504FA7-0B8E-4BF0-A723-6094D39CF780
664,687,2016-10-17 ,2019-09-17 ,Support Epidemio Cholera OCP - Haiti post ouragan - 2016,811422,"",Port au Prince,2016-10-17,2017-12-31,Support Epidemio Cholera OCP - Haiti post ouragan - 2016,"",1,,47,130,7,1,1,22,7,23,737,4,"",2,"",,"","","","",,0,1,1,1,0,1,"",0,0,"","",1,2,4,2,1,4,,1,5,1,,6,B8148A25-29E4-4788-8C08-A56975A1792A
665,688,2016-10-17 ,2019-09-17 ,Modélisation risque épidémique Cholera -HAITI post ouragan 2016.,814423,"","",2016-10-17,2016-12-31,Modélisation risque épidémique Cholera -HAITI post ouragan 2016.,"",1,,47,130,5,1,1,22,7,116,738,4,"",2,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,6,FB07E114-3D08-47E6-BC61-1449B6967A50
666,689,2016-10-18 ,2019-01-16 ,Electrolytes in Monrovia  OCP,821657,"",,2017-01-01,2018-12-31,Electrolytes in Monrovia  OCP,,1,,60,130,7,2,1,,46,52,754,4,"",4,"",,"","","","",,1,1,0,0,0,0,"",0,0,"","",6,6,4,2,1,1,,1,5,4,,52,
667,690,2016-10-19 ,2022-02-11 ,EPILINK,80LINK,"","",2016-09-01,2021-12-01,Test description,Test <strong>description</strong>,0,,,176,3,5,1,19,3,181,739,4,"",1,"",,"","","","",,0,,,,,,"",,0,"","",,,,,,,,,,,,78,7E17F6FB-E8E3-4CD9-8A8C-F4FE8A340E38
668,691,2016-10-20 ,2018-10-11 ,Uganda Bidibidi evaluation initiale - OCP,811424,"",,2016-10-20,2018-12-08,,,1,,33,130,7,1,1,,13,88,,4,Bidibidi Initial Evaluation 2016,4,"",,"","","","",,3,1,1,1,1,1,"",0,0,"","",6,1,4,1,1,4,,1,1,3,,70,
669,692,2016-10-20 ,2017-01-31 ,Réponse aux épidémies en anglais  février 2017,844142,,"",2017-01-01,2017-12-31,"","",1,,60,60,9,3,1,20,3,40,742,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,,4,,1,,,,,,,76,
670,693,2016-10-20 ,2018-08-09 ,Enquete multi-indicateurs Koutiala - Mise à l'echelle - OCP - Mali,831076,"",Koutiala,2016-10-20,2017-12-31,Enquete multi-indicateurs Koutiala - Mise à l'echelle - OCP - Mali,"",1,,52,130,7,1,1,5,8,52,741,4,"",4,"",,"","","","",,1,,1,1,1,,"",1,0,"","",6,6,3,2,1,1,,1,1,3,,75,
671,694,2016-10-20 ,2017-02-20 ,Populations en Situation Précaire  mars 2017 ,844141,,"",2017-01-01,2017-12-31,"","",1,,40,60,9,3,1,20,2,40,740,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,,4,,1,,,,,,,76,
672,695,2016-10-21 ,2018-11-30 ,Ouganda surveillance evaluation initial Bidibidi,811428,"",Bidibidi,2016-12-01,2017-12-01,To setup a health surveillance system   verify its reliability and prepare handover to MSF OCP. ,"<p><span style=""font-family: &quot;Calibri&quot; &quot;sans-serif&quot;;""><span style=""font-size: 12pt;"">To rapidly assess the refugee health in Bidibidi settlement (cross-sectional) and then implement a community-based and facility-based surveillance system for monitoring of the health situation with focused on mortality  malnutrition  malaria  diarrheal diseases and measles vaccination coverage</span></span></p>",1,,33,130,7,1,1,6,13,88,753,4,"",4,"",,"","","","",,3,1,1,1,1,,"",0,0,"",Réflexion sur l'interprétation des données de mortalité,5,1,4,1,1,4,,1,12,4,691,70,
673,696,2016-10-21 ,2021-06-24 ,Mozambique HIV DR ,814425,"",Maputo et Tete,2016-09-15,2021-06-01,First line resistance HIV study Transmitted and acquired drug resistance study . OCB OCG. Beginning 2016.,<p>First line resistance HIV study </p><p>Transmitted drag resistance study <br /></p>,1,,33,176,7,1,1,3,22,89,744,4,Mozambique HIV DR ,2,"",,"","",Adults (> 18 years),"",,3,0,1,0,1,0,"",1,0,"","",6,6,4,2,1,1,,1,1,4,,20,15320BA6-19BA-4C55-84BB-11E249065BF2
674,697,2016-10-24 ,2018-10-12 ,Responding to emergencies and epidemics (REE) Afgha  OCB  march 2017,842148,"",Kabul,2017-01-01,2017-12-31,Responding to emergencies and epidemics (REE) Afgha  OCB  march 2017,"",1,,40,130,9,3,1,20,93,40,752,4,REE Afgha 2017,4,"",,"","","","",,0,1,0,0,0,0,"",0,0,"","",,,1,,1,,,,,,,76,
675,698,2016-10-24 ,2017-04-28 ,PSP  décentralisé Dakar  FR  avril 2017  OCP-OCG,844147,,Dakar,2017-01-01,2017-12-31,"","",1,,40,60,9,3,1,20,94,40,751,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,,4,,1,,,,,,,76,
